bit_count;stride;training_length;input;output;runtime
2;64;30;00;11;163301
2;64;30;01;11;162840
2;64;30;10;11;131131
2;64;30;01;11;124620
2;64;30;10;11;136251
2;64;30;11;11;128986
2;64;30;00;11;120062
2;64;30;10;11;121045
2;64;30;01;11;122724
2;64;30;10;11;174742
2;64;30;10;11;140936
2;64;30;00;11;128297
2;64;30;10;11;136480
2;64;30;11;11;129493
2;64;30;10;11;133330
2;64;30;01;11;129012
2;64;30;11;11;126158
2;64;30;01;11;130062
2;64;30;10;11;125909
2;64;30;10;11;114978
2;64;30;11;11;132500
2;64;30;00;11;124965
2;64;30;01;11;117906
2;64;30;11;11;120329
2;64;30;11;11;144706
2;64;30;10;11;117410
2;64;30;01;11;183204
2;64;30;00;11;157419
2;64;30;00;11;122027
2;64;30;10;11;146693
2;64;30;00;11;156675
2;64;30;10;11;144587
2;64;30;11;11;159746
2;64;30;01;11;199858
2;64;30;10;11;140734
2;64;30;00;11;201254
2;64;30;11;11;207220
2;64;30;11;11;124322
2;64;30;00;11;142176
2;64;30;11;11;178054
2;64;30;01;11;213948
2;64;30;01;11;148081
2;64;30;11;11;170147
2;64;30;10;11;128631
2;64;30;11;11;216054
2;64;30;01;11;142734
2;64;30;01;11;123324
2;64;30;11;11;140282
2;64;30;11;11;137544
2;64;30;11;11;191833
2;64;30;10;11;154987
2;64;30;01;11;139583
2;64;30;00;11;139599
2;64;30;01;11;132390
2;64;30;10;11;139925
2;64;30;01;11;149338
2;64;30;00;11;145009
2;64;40;11;11;174300
2;64;40;11;11;163057
2;64;40;10;11;146733
2;64;40;10;11;145108
2;64;40;01;11;133394
2;64;40;11;11;146716
2;64;40;01;11;142373
2;64;40;01;11;136684
2;64;40;00;11;134786
2;64;40;11;11;134124
2;64;40;11;11;219222
2;64;40;11;11;185069
2;64;40;00;11;138356
2;64;40;10;11;141406
2;64;40;11;11;139285
2;64;40;01;11;134767
2;64;40;00;11;133802
2;64;40;01;11;146313
2;64;40;10;11;146816
2;64;40;01;11;132790
2;64;40;11;11;193261
2;64;40;00;11;141693
2;64;40;10;11;137079
2;64;40;10;11;126646
2;64;40;01;11;156441
2;64;40;01;11;142721
2;64;40;01;11;135532
2;64;40;01;11;138397
2;64;40;11;11;150534
2;64;40;11;11;138426
2;64;40;01;11;130853
2;64;40;00;11;143128
2;64;40;10;11;138110
2;64;40;11;11;130692
2;64;40;10;11;131295
2;64;40;00;11;148942
2;64;40;00;11;128944
2;64;40;11;11;269900
2;64;40;00;11;146277
2;64;40;00;11;157878
2;64;40;10;11;217234
2;64;40;01;11;217745
2;64;40;10;11;146873
2;64;40;00;11;152547
2;64;40;01;11;194045
2;64;40;10;11;185921
2;64;40;01;11;160843
2;64;40;10;11;186248
2;64;40;11;11;172772
2;64;40;00;11;147608
2;64;40;10;11;136395
2;64;40;01;11;152743
2;64;40;10;11;139719
2;64;40;10;11;148675
2;64;40;00;11;130306
2;64;40;10;11;154456
2;64;40;11;11;154685
2;64;40;10;11;180386
2;64;40;01;11;183180
2;64;40;11;11;188618
2;64;40;01;11;158018
2;64;40;10;11;145805
2;64;40;10;11;140676
2;64;40;11;11;156574
2;64;40;00;11;214825
2;64;40;01;11;141539
